name,street,street2,zip,country,city,phone,email
"P.E.T. LOGISTICS GmbH","Dessauerstr. 60","","45472","DE","Mülheim an der Ruhr","","petlogisticsgmbh@example.com"
"PAAG TRANSPORT & LOGISTIC Spolka z o.o.,Sp.K.","ul. Czestochowska 2","","62-800","PL","Kalisz","","paagtransportlogisti@example.com"
"PENTA GmbH","Hans-Fischer-Str. 10-12","","80339","DE","München","","pentagmbh@example.com"
"PIA Pontis Institutional Advisors GmbH","Erika-Mann-Straße 7","","80636","DE","München","","piapontisinstitution@example.com"
"PREMIER FOODS GROUP LTD","PREMIER HOUSE, CENTRIUM BUSINESS  PARK","","AL1 2RE","UK","ST ALBANS, HERTFORDSHIRE","","premierfoodsgroupltd@example.com"
"PRP Profile GmbH","Rahlstedter Str. 128","","22143","DE","Hamburg","","prpprofilegmbh@example.com"
"PUTZMEISTER Concrete Pumps GmbH","Max-Eyth-Str. 10","","72631","DE","Aichtal","","putzmeisterconcretep@example.com"
"Parkstrom GmbH","Karl-Marx-Allee 71","","10243","DE","Berlin","","parkstromgmbh@example.com"
"Patir Design GmbH","Dieselstrasse 18","","85386","DE","Eching b. München","","patirdesigngmbh@example.com"
"Permanent Entertainment GmbH","Reichenbachstraße 33","","80469","DE","München","","permanententertainme@example.com"
"Perzl-Systems","Alpenstr. 9","","81541","DE","München","","perzlsystems@example.com"
"Pfaff International GmbH","Schussentalstraße 15","","88255","DE","Baienfurt","","pfaffinternationalgm@example.com"
"Pflanzenhandel Lappen","Herrenpfad 14","","41334","DE","Nettetal","","pflanzenhandellappen@example.com"
"Pflegeheim Dresden Am Elbufer GmbH","Käthe-Kollwitz-Ufer 4","","01307","DE","Dresden","+49 (0)351/652 86 81-22","pflegeheimdresdename@example.com"
"Pflegeheim Pulsnitz GmbH","Bahnhofstraße 5","","01896","DE","Pulsnitz","","pflegeheimpulsnitzgm@example.com"
"Pharmact GmbH","Theodor-Kutzer-Ufer 1-3","","68167","DE","Mannheim","","pharmactgmbh@example.com"
"Planttech Engineering GmbH","Louis-Berger-Weg 7","","59379","DE","Selm","+49 (0) 25 92 / 91 505-0","Rechnungen@planttech.de"
"Plus Construction GmbH","Schmielenfeldstr. 46","","45772","DE","Marl","","plusconstructiongmbh@example.com"
"Pnt Expo GmbH","Promenadenweg 5","","47809","DE","Krefeld","","pntexpogmbh@example.com"
"Polaris Handelsgesellschaft m.b.H.","Landstraßer Hauptstraße 146-148/16/B2","","1030","AT","Wien","","dhuehne@polarisfamily.com"
"Polwama sp. z o.o.","W?. Andersa 22/202","","75016","PL","Koszalin","","polwamaspzoo@example.com"
"President Dental GmbH","Kesselbodenstraße 5","","85391","DE","Allershausen","","presidentdentalgmbh@example.com"
"PrimoCargo GmbH","Rossweg 20","","20457","DE","Hamburg","","primocargogmbh@example.com"
"Prof. Dr. Gudrun Kadereit","Menzinger Str. 67","","80638","DE","München","","profdrgudrunkadereit@example.com"
"Prof. Michael Bohnet","Leibnizstr. 59","","53177","DE","Bonn","","profmichaelbohnet@example.com"
"Proje Kargo Taşımacılık Ltd. Şti.","Ertuğrul Gazi Sokak","","34758","TR","Ataşehir","","projekargotamaclkltd@example.com"
"Projekt Dagobah","Eichhornstr. 17","","50735","DE","Köln","","projektdagobah@example.com"
"Q&D Services und Handels GmbH","Sankt-Peter-Straße 5","","72760","DE","Reutlingen","","qdservicesundhandels@example.com"
"Q-railing Central Europe GmbH","Marie-Curie-Str. 8-14","","46446","DE","Emmerich am Rhein","","qrailingcentraleurop@example.com"
"QEMETICA S.A.","Wspólna 62","","00-684","PL","Warszawa","+48 22 639 11 00","IOD@qemetica.com"
"QRC Management Consulting GmbH","Brahmsstr. 24a","","81677","DE","München","","qrcmanagementconsult@example.com"
"RENK GmbH","Rodder Damm 170","","48432","DE","Rheine","+49 821 5700-0","info@renk.com"
"ROIMEX","Robert-Koch-Str. 2","","82152","DE","Planegg","","roimex@example.com"
"ROTT Industrie GmbH & Co.KG","Kalkgrub 1-2","","84427","DE","Sankt Wolfgang","+49 (0)8085 - 93 88 - 0","info@rott-group.com"
"RUBBLE MASTER HMH GmbH","Im Südpark 196","","4030","AT","Linz","","rubblemasterhmhgmbh@example.com"
"RUKU Sauna-Manufaktur GmbH & Co. KG","Dietenheimer Str. 39","","89257","DE","Illertissen","","rukusaunamanufakturg@example.com"
"RWE Power AG","Zum Gut Bohlendorf","","50126","DE","Bergheim","","rwepowerag@example.com"
"RWE Power Aktiengesellschaft","RWE-Platz 2","","45141","DE","Essen","","rwepoweraktiengesell@example.com"
"Radsatz089 GmbH","Situlistraße 24","","80939","DE","München","","info-radsatz089@gmx.de"
"Rainer Butzmann","Fuggerstrasse 6","","81373","DE","München","","rainerbutzmann@example.com"
"Ralf Pfeffer","Liebigstraße 255","","50739","DE","Köln","","ralfpfeffer@example.com"
"Rangel Transitarios, S.A.","Rua da Serra, 654 Folgosa (Maia) - Aprtado 1192","","4446-909","PT","Ermesinde","","rangeltransitariossa@example.com"
"Refratechnik Steel GmbH","Am Seestern 5","","40547","DE","Düsseldorf","","refratechniksteelgmb@example.com"
"Regalsystem GmbH","Gyuru str 12/a","","4033","HU","Debrecen","","regalsystemgmbh@example.com"
"Regatta GmbH","Reichenberger Str. 1","","84130","DE","Dingolfing","","regattagmbh@example.com"
"Rhenus Freight East GmbH","Messenhäuser Straße 18","","63128","DE","Dietzenbach","+49 40 280 044 921","rhenusfreighteastgmb@example.com"
"Rhenus Freight Logistics GmbH & Co. KG","Dieselstrasse 28","","85748","DE","Garching bei München","","rhenusfreightlogisti@example.com"
"Richard Wagner GmbH & Co. KG Spedition","Heinrich-Hertz-Str. 8","","92224","DE","Amberg","+49 (0)9621 7720-0","info@wagner-spedition.de"
"Riedel Filtertechnik GmbH","Westring 83","","33818","DE","Leopoldshöhr","","riedelfiltertechnikg@example.com"
"Riedl Aufzugbau GmbH & Co. KG","Sonnenstraße 24","","85622","DE","Feldkirchen","+49 89 90001 0","info@riedl-aufzuege.de"
"Riekewald Niels","Rütersbarg 52","","22529","DE","Hamburg","","edgaras.murnikas@sirum.de"
"RoMiro GmbH","Seumestrasse 8","","22089","DE","Hamburg","","romirogmbh@example.com"
"Robert Krebs GmbH","Buschwerder Hauptdeich 5-9","","21107","DE","Hamburg","","robertkrebsgmbh@example.com"
"Robert Kukla GmbH","Kochelseestraße 8-10","","81371","DE","München","","robertkuklagmbh@example.com"
"Rollo Solar Melichar GmbH","Josef-Janker-Ring 18","","83646","DE","Bad Tölz","+49 8041 792650","info@rollo-solar.de"
"Rondo Food GmbH & Co. KG","Magdeburger Straße 65","","47800","DE","Krefeld","+49 2151 44 12-0","contact@rondo-food.de"
"Rowema AG","Im Schörli 17","","8600","CH","Dübendorf","","rowemaag@example.com"
"Ruoheng Dong","Egglkofenstr.8","","84453","DE","Mühldorf","","ruohengdong@example.com"
"S.C. ROUTIER European Transport S.R.L.","Gil?u 1334","","407310","RO","Gil?u","","scroutiereuropeantra@example.com"
"S2 GmbH","Am Heiligenberg 2b","","69488","DE","Birkenau","","bauen@s2-architektur.com"
"SC PROCONEX SRL","Str. Calea Adevarului  nr. 111A","","","RO","Oradea jud.Bihor","","scproconexsrl@example.com"
"SCHMIDT-HOFMANN GmbH & Co. KG","Industriestraße 5","","","DE","Rugendorf","","schmidthofmanngmbhco@example.com"
"SEATRADER Speditionsgesellschaft mbH","Mittelwendung 27","","28844","DE","Weyhe","+49 (0) 4218 84 96 20","office@seatrader.de"
"SEELING TRANSPORTLOGISTIK","Gothaerstr. 4","","40880","DE","Ratingen","","seelingtransportlogi@example.com"
"SENATOR INTERNATIONAL Spedition GmbH","Obenhauptstraße 13","","22335","DE","Hamburg","","senatorinternational@example.com"
"SENATOR INTERNATIONAL Spedition GmbH","Marienbergstr. 94","","90411","DE","Nürnberg","","senatorinternational@example.com"
"SENSO Süd GmbH","Industriering Ost 72","","47906","DE","Kempen","","sensosdgmbh@example.com"
"SFBAAM, LLC","Adams Ave 2130","","94577-1010","US","San Leandro","","sfbaamllc@example.com"
"SMS Spedition Management Service GmbH","Luftfrachtzentrum 610/2","","70629","DE","Stuttgart","","smsspeditionmanageme@example.com"
"SOKO Tierschutz e.V","Bodenehrstr. 20","","813737","DE","München","","sokotierschutzev@example.com"
"SPEDICAM & LOGISTIK GMBH","Hamburger Str. 70","","90451","DE","Nürnberg","","spedicamlogistikgmbh@example.com"
"SPS Schwimmbad & Pool Service GmbH","Eike-Kerstein-Straße 4","","31789","DE","Hameln","","Marie.Dannat@binder24.com"
"SPSC GmbH","Neumarkter Strasße 34","","81673","DE","München","","spscgmbh@example.com"
"STL Logistik GmbH","Lütticher Straße 12","","53842","DE","Troisdorf","+49 2241 493 00 15","info@stl-logistik.com"
"STRABAG Großprojekte GmbH","Leopoldstr. 250c","","80807","DE","München","","strabaggroprojektegm@example.com"
"STRABAG Großprojekte GmbH","Auftrag: IFORU DE / Rechnungen","","69966","DE","Mannheim","","strabaggroprojektegm@example.com"
"SWM Versorgungs GmbH","Emmy-Noether-Str. 2","","80992","DE","München","","swmversorgungsgmbh@example.com"
"Sabbagh & Hejjazi Gbr","Im Neubruch 13","","82211","DE","Herrsching am Ammersee","","sabbaghhejjazigbr@example.com"
"Sachsenland Transport & Logistik GmbH Dresden","Mülheimer Strasse 58","","47057","DE","Duisburg","","sachsenlandtransport@example.com"
"Sadarak","Qaradaq dstr, Lokbatan STV, Bilal Niftaliyev str. 45/60","","1063","AZ","Baku","","sadarak@example.com"
"Sandra Feldmann Ltd.","Flat #3 Gloria Place, Konstantinou Kalogera 137","","6021","CZ","Skala Larnaca","","sandrafeldmannltd@example.com"
"Sankurt Bau-und Tragwerksplanung GmbH","Hagener Str. 339","","44229","DE","Dortmund","","sankurtbauundtragwer@example.com"
"SanumTec GmbH","Georg-Knorr-Str. 1","","85662","DE","Hohenbrunn","+49 (0) 4251 9352-0","info@sanum.com"
"Sanyborn Hygiene Produkte","Brudermühlstr 46b","","81371","DE","München","","sanybornhygieneprodu@example.com"
"Sauna One GmbH","Große Schneede 8b","","29664","DE","Walsrode","05161784340","megasauna@sauna-one.de"
"Sawade GmbH","Wittestr. 26e","","13509","DE","Berlin","","sawadegmbh@example.com"
"Scantrans ApS","Håndværkervej 6","","6710","DK","Esbjerg","","scantransaps@example.com"
"Schach zu Dritt | Gesellschaft für Kommunikation mbH","Schinkestraße 9","","12047","DE","Berlin","","schachzudrittgesells@example.com"
"Schrauben-Bauer GmbH","Mittlerer Weg 3","","74080","DE","Heilbronn","","schraubenbauergmbh@example.com"
"Schreinerei Sigrüner","Am Gries 3","","84543","DE","Winhöring","+49 176 28768842","Michlbauer.sara@sigruener.de"
"Schub Global Logistik GmbH","Am Pestalozziring 14","","91058","DE","Erlangen","","schubgloballogistikg@example.com"
"SeaCurity GmbH","Walhallastraße 38","","80639","DE","München","+49 89 12711526","info@seacurity.de"
"Senic GmbH","Pfuelstraße 5","","10997","DE","Berlin","","senicgmbh@example.com"
"Seniorenresidenz Fortweg GmbH","Fortweg 3","","35415","DE","Pohlheim","+49 (0) 6403/9797-510","seniorenresidenzfort@example.com"
"Seniorenresidenz zur Weißen Dame GmbH","An der Weißen Dame 5","","48599","DE","Gronau","","seniorenresidenzzurw@example.com"
"Seniorenzentrum Brakel GmbH","Lütkerlinde 21","","33034","DE","Brakel","+49 (0) 2924/802-445","seniorenzentrumbrake@example.com"
"Seniorenzentrum Cäcilienhof Garbsen GmbH","Bruno-Rappel-Weg 1","","30827","DE","Garbsen","","seniorenzentrumccili@example.com"
"Seniorenzentrum Haus Kettwig GmbH","Akademiestr. 2","","45219","DE","Essen","02054-9320","info@haus-kettwig.de"
"Seniorenzentrum Nidda GmbH","Kurstraße 28","","63667","DE","Nidda - Bad Salzhausen","","seniorenzentrumnidda@example.com"
"Seniorenzentrum Sophienhof GmbH","Hauptstraße 61","","32457","DE","Porta Westfalica","","seniorenzentrumsophi@example.com"
"Seven.One AdFactory GmbH","Medienallee 4","","85774","DE","Unterföhring","","sevenoneadfactorygmb@example.com"
"Shoepassion GmbH","Wolfener Str. 32/34","","12681","DE","Berlin","","shoepassiongmbh@example.com"
"ShopLine Ladenbau GmbH","Im Taubental 9-11","","41468","DE","Neuss","","shoplineladenbaugmbh@example.com"
"Simon Hegele Gesellschaft für Logistik & Service mbH","Standort Raunheim","","76095","DE","Karlsruhe","","simonhegelegesellsch@example.com"
"SkyTechSport Club Foundation","Riesenfeldstrasse 18","","80809","DE","München","","skytechsportclubfoun@example.com"
"Smilike GmbH","Dr.-Ulrich-Weg 1","","85435","DE","Erding","","smilikegmbh@example.com"
"Social Ninja GmbH","Weidenweg 52","","10247","DE","Berlin","","socialninjagmbh@example.com"
"Solida Holz GmbH","Teichweg 5","","35396","DE","Gießen","+49 (0) 641 984437","solidaholzgmbh@example.com"
"Sommer International Retailservice GmbH","Wierlings Esch 35","","48249","DE","Dülmen","","sommerinternationalr@example.com"
"Sonderbetriebsvermögen Jürgen Schmid","Birkenleiten 41","","81543","DE","München","","sonderbetriebsvermge@example.com"
"Sondermann Profile GmbH","Bergstraße 2","","57489","DE","Drolshagen","+49 2761 / 83 93 - 771","export@sondro.de"
"Sono Motors GmbH","Waldmeisterstraße 76","","80935","DE","München","","sonomotorsgmbh@example.com"
"Soraya Rahmati","Johannes-Timm-Str. 11","","81373","DE","München","","sorayarahmati@example.com"
"Space-Eye e. V.","Wiener Str. 14","","93055","DE","Regensburg","","kontakt@space-eye.org"
"Spectra GmbH","Lorenzstraße 11","","76297","DE","Stutensee","Tel: +49 (0) 7244 20 50 30 0","spectragmbh@example.com"
"Spedition Bohnet GmbH","Erolzheimer Straße 1","","88457","DE","Kirchdorf an der Iller","","speditionbohnetgmbh@example.com"
"Spezialitäten Restaurant Makassar GmbH","Geyerstrasse 52","","80469","DE","München","","spezialittenrestaura@example.com"
"Spinner Werkzeugmaschinenfabrik GmbH","Rudolf-Diesel-Ring 24","","82054","DE","Sauerlach","","spinnerwerkzeugmasch@example.com"
"Spokebase GmbH","Rosenthalerstr. 13","","10119","DE","Berlin","","spokebasegmbh@example.com"
"Sport Hauser Kaibling - Frühwirth Outlet GmbH","Innstraße 3","","6063","AT","Rum","+43 368620044","office@sport-hauser-kaibling.com"
"Stappenbacher Putz- und Maler GmbH","Conrad-Vetter-Straße 52, Trossenfurt","","97514","DE","Oberaurach","","stappenbacherputzund@example.com"
"Stefan Altmeier","Waldshuterstr. 21","","79805","DE","Eggingen","","stefanaltmeier@example.com"
"Stiftung Insel Hombroich","Raketenstation Hombroich 4","","41472","DE","Neuss","+49 2182 887-4003","klinkhamer@inselhombroich.de"
"Streifeneder Ortho. Production GmbH","Moosfeldstr. 10","","82275","DE","Emmering","","empfang@streifeneder.de"
"Studio Westend","Gollierstraße 78","","80339","DE","München","","info@studio-westend.com"
"Städtische Galerie im Lenbachhaus und Kunstbau München","Luisenstraße 33","","80333","DE","München","","stdtischegalerieimle@example.com"
"Städtische Rainer-Werner-Fassbinder-Fachoberschule für Sozialwesen","Schlierseestraße 47","","81539","DE","Munich","","stdtischerainerwerne@example.com"
"Suso Transporte y Logistica Internacional, S.L.","C/ Landatxu, 2 - Parcela C-2","","48160","ES","Derio ( Bizkaia )","","susotransporteylogis@example.com"
"TECNICAS REUNIDAS S.A.","Arapiles 13, 11th floor","","28015","ES","Madrid","","tecnicasreunidassa@example.com"
"TGP Azerbaijan MMC","VOEN: 1406601881   Marine Plaza Premium Offices","Uzeyir Hajibeyli Str. 62","AZ1010","AZ","Baku","","tgpazerbaijanmmc@example.com"
"TOOL-TEMP AG","Industriestrasse 30","","8583","CH","Sulgen","","tooltempag@example.com"
"TOP SWEETS GMBH","Aspastraße 24","","59394","DE","Nordkirchen","","topsweetsgmbh@example.com"
"TPS Rental Systems GmbH & Co.KG","Hollefeldstraße 24 - 24A","","48282","DE","Emsdetten","","rh@tpsrentalsystems.de"
"TRW Thüringer Reinigungs- und Waschmittelprodukte GmbH","Markt 33","","4600","DE","Altenburg","","trwthringerreinigung@example.com"
"TRiooo Building Systems GmbH","Ziegelbreite 8","","84166","DE","Adlkofen","","triooobuildingsystem@example.com"
"Tec-quipment GmbH","Kronacher Str. 1 B","","96364","DE","Marktrodach","","tecquipmentgmbh@example.com"
"Technische Universität München","Arcisstraße 21","","80333","DE","München","","technischeuniversitt@example.com"
"Teppich Comfort GmbH","Kleine Stuebenstr. 11","","45139","DE","Essen","","teppichcomfortgmbh@example.com"
"Terrawerk","Jennerstr. 3a","","80999","DE","München","","terrawerk@example.com"
"Textilmacher GmbH","Lindberghstrasse 7","","80939","DE","München","","textilmachergmbh@example.com"
"Theurl Leimholzbau GmbH","Thal-Wilfern 35","","9911","AT","Assling","","theurlleimholzbaugmb@example.com"
"Timm & Wilken OHG","Hauptstraße 11","","22869","DE","Schenefeld","","timmwilkenohg@example.com"
"Trane Klima- und Kältetechnisches Büro GmbH","Pionierstrasse 3","","82152","DE","Krailling","","traneklimaundkltetec@example.com"
"Trans Global Projects GmbH","Diepenau 2","","28195","DE","Bremen","","transglobalprojectsg@example.com"
"Trans Global Projects LLC","U. Hajibeyli str. 62","","AZ-1010","AZ","Baku","","transglobalprojectsl@example.com"
"Trans Global Projects Ltd","1-7 Commercial Road, Paddock Wood","","TN12 6EN","UK","Kent","+44 1732 744 400","cwardale@tglobal.com"
"Trans Global Projects Ltd 10166","Willow House, Newhouse Business Park, Newhouse Road,","","FK3 8LL","UK","Grangemouth","","cwardale@tglobal.com"
"Transport-Service / Stroh-und Heuspedition","Berlinerstraße 111","","2943","DE","Weißwasser","","transportservicestro@example.com"
"Trinkwassersysteme Bauer","Unterfeldring 4","","85256","DE","Vierkirchen","08139/802101","info@trinkwassersysteme-bauer.de"
"Tunguska Transport- und Logistik GmbH","An den Gärten 7","","51491","DE","Overath","","tunguskatransportund@example.com"
"Tur Transit GmbH","Bischofstraße 94","","47809","DE","Krefeld","","turtransitgmbh@example.com"
"Turk Transport Worldwide Freight Services","Unit A11, Bell Lane Office Village, Bell Lane, Little Chalfont, Amersham","","HP6 6FA","UK","Buckinghamshire","","turktransportworldwi@example.com"
"TÜV SÜD Industrie Service GmbH","Westendstraße 199","","80686","DE","München","","tvsdindustrieservice@example.com"
"Türkisch-Islamische Gemeinde e.V","Manisastraße 1","Ditib-Moschee-Ingolstadt","85057","DE","Ingolstadt","","guerkanbahce@gmail.com"
"UAB Jumbo Transport","Graiciuno 38","","2241","LT","Vilnius","","uabjumbotransport@example.com"
"USC Mainz","Dalheimer Weg 2","","55128","DE","Mainz","","uscmainz@example.com"
"UTE TR FADHILI PROJECT","C/Maria de Portugal 9-11","","28050","ES","Madrid","","utetrfadhiliproject@example.com"
"VGG Handels AG","August-Thyssen-Str. 8","","41564","DE","Kaarst","","vgghandelsag@example.com"
"VGL SP. Z O.O.","ul. Spokojna 22","","81-549","PL","Gdynia","","vglspzoo@example.com"
"Vanclaes BV","Gnephoek 18","","2401LP","NL","Alphen aan den Rijn","","vanclaesbv@example.com"
"Verein Kollekitivs E.V. München","Rupprechtstrasse 29","","80636","DE","München","","vereinkollekitivsevm@example.com"
"Vestner Aufzüge GmbH","Humboldtstr. 10","","85609","DE","Dornach","+49 3 20 88-0","info@vestner.de"
"Viki-Gabi EOOD","zh.k. Druzhba, bl. 134 et. 1, ap. 2","","5800","BG","Pleven","","vikigabieood@example.com"
"Voipango EOD European Online Distribution GmbH","Bötzinger Strasse 31","","79111","DE","Freiburg","","voipangoeodeuropeano@example.com"
"WAGU Gummitechnik GmbH","Friedrich-Harkort-Str. 17","","59581","DE","Warstein","+ 49 2902-9739-0","info@wagu-rubber.com"
"WAREMA Renkhoff SE","Hymerring 6","","97877","DE","Wertheim","","waremarenkhoffse@example.com"
"WISAG Gebäudetechnik Bayern GmbH & Co. KG","Inselkammerstraße 4","","82008","DE","Unterhaching","","wisaggebudetechnikba@example.com"
"Wahl GmbH & Co. KG Spedition und Logistik","Gildemeisterstraße 150","","33689","DE","Bielefeld","","wahlgmbhcokgspeditio@example.com"
"Waräger GmbH","Kaiserstraße 137","","72764","DE","Reutlingen","","wargergmbh@example.com"
"WaterBeck GmbH","Reichardstraße 18","","31789","DE","Hameln","+49 (0) 800 000 8403","info@waterbeck-gmbh.de"
"Weldex Euro GmbH","Gewerbering 3A","","82140","DE","Olching","","weldexeurogmbh@example.com"
"Welmaet Handels GmbH","Ramsauerstrasse 11","","81379","DE","München","","welmaethandelsgmbh@example.com"
"Wenzel Marine GmbH & Co. KG","Rodendamm 25","","28816","DE","Stuhr","+49  421 959250","mail@wenzelmarine.com"
"Wermil Handels GmbH","Schäftlarnstr. 10","","81371","DE","München","","wermilhandelsgmbh@example.com"
"Werner Graf Holding GmbH","Gymnasiumstraße 67","","1190","AT","Vienna","","wernergrafholdinggmb@example.com"
"Weserra GmbH","Hermann-Oberth-Straße 9","","85640","DE","Putzbrunn","","benau1@web.de"
"Westfälische Handels GmbH","Niedersachsenweg 6","","44143","DE","Dortmund","","isa.ozlemis@gmail.com"
"Wever & Ducre GmbH","Riederstraße 1","","85229","DE","Markt Indersdorf","","weverducregmbh@example.com"
"Wever & Ducré BV","Spinnerijstraat 99/21","","8500","BE","Kortrijk","","invoices@weverducre.com"
"Wild Brain CPLG","Thalkirchner Straße 2","","80337","DE","Munich","49 89 541999208","wildbraincplg@example.com"
"Wild-Berghof Buchet - Thomas Gstettenbauer","Buchet 2","","94505","DE","Bernried-Buchet","09905 - 248","info@wildberghof-buchet.de"
"Wilhelm Kentner Kraftwagen-Spedition GmbH & Co. KG","Wilhelm-Kentner-Str. 1","","89520","DE","Heidenheim","","wilhelmkentnerkraftw@example.com"
"Wissenschaftliche Elektronik GmbH","Am Eichberg 5","","66440","DE","Blieskastel","","info@wissel.eu"
"Wittmann Battenfeld Deutschland GmbH","Werner-Battenfeld-Str. 1","","58540","DE","Meinerzhagen","","wittmannbattenfeldde@example.com"
"Wohnmoderne OHG","Klenzestraße 59","","80469","DE","München","","wohnmoderneohg@example.com"
"Wohnungs- und Siedlungsbau Bayern GmbH & Co. oHG","Hansastrasse 27f","","81373","DE","München","","wohnungsundsiedlungs@example.com"
"World of Less - Logistic Trading GmbH","Am Lenghardt 11","","84174","DE","Eching","08709 / 943 298-0","anfrage@world-of-less.de"
"Worldplast Sp. z o.o.","Irysowa 9","","55-040","PL","Bielany Wroc?awskie","","worldplastspzoo@example.com"
"Worldplast Sp. z o.o. 10457","Irysowa 9","","55-040","PL","Bielany Wroc?awskie","","worldplastspzoo10457@example.com"
"XAL GmbH","Riederstraße 1","","85229","DE","Markt Indersdorf","+49 89 32373830","LV.DE@xal.com"
"YCCP GmbH","Römerstraße 14","","80801","DE","München","","yccpgmbh@example.com"
"Z GLOBAL LOGISTICS S.R.L.","Sat Bascov, Comuna Bascov , Strada Pinilor nr 12, Camera C4","","","RO","Judet Arge?","","zgloballogisticssrl@example.com"
"ZEISST GmbH","Hofbrunnstrasse 45c","","81479","DE","München","","zeisstgmbh@example.com"
"Zambelli Dach + Fassadentechnik GmbH","Hans-Sachs-Straße 3+5","","94569","DE","Stephansposching","","zambellidachfassaden@example.com"
"Zambelli RIB-ROOF GmbH & Co. KG","Hans-Sachs-Straße 3+5","","94569","DE","Stephansposching","","Juergen.Renner@zambelli.com"
"Zeman & Co GmbH","Clemens-Holzmeister-Straße 6","","1100","AT","Wien","","zemancogmbh@example.com"
"acargo GmbH","Ellerholzdamm 9","","20457","DE","Hamburg","","acargogmbh@example.com"
"adamicus GmbH","Blumenstrasse 28","","80331","DE","München","","adamicusgmbh@example.com"
"albertZWEI media GmbH","Oettingenstraße 25","","80538","DE","München","","albertzweimediagmbh@example.com"
"aqua-vogt.de Gmbh","Fichtenweg 10","","75449","DE","Wurmberg","07044-909786","info@aqua-vogt.de"
"bernhard rüsing gmbh + co. kg","Mittelstrasse 5","","41469","DE","Neuss","","bernhardrsinggmbhcok@example.com"
"bikmed -Bildungsinstitut für Kompetenz in der Medizin GmbH","Wilhelm-Hale-Straße 46 B","","80639","DE","München","","bikmedbildungsinstit@example.com"
"boschen & oetting Automatisierungs-Bau GmbH","Wohlrabedamm 11","","13629","DE","Berlin","","boschenoettingautoma@example.com"
"e+p films GmbH","Heßstr. 48b","","80798","DE","München","","epfilmsgmbh@example.com"
"eVehicle for you GmbH","Maria-Theresia-Straße 1a","","81675","DE","München","","evehicleforyougmbh@example.com"
"german paper solutions GmbH & Co. KG","Wupperstr. 38","L. Nr. 8609","58332","DE","Schwelm","","info@erfurtspezialpapiere.com"
"gül koc GmbH interior design + construction services","Reichenbachstraße 35","","80469","DE","München","","glkocgmbhinteriordes@example.com"
"i-log logistics solutions GmbH","Industriezeile 1, Objekt 5","","8401","AT","Kalsdorf","","iloglogisticssolutio@example.com"
"innovIT AG","Schloss Heiligenberg","","64342","DE","Seeheim-Jugenheim","","innovitag@example.com"
"inside","Wienerbergstrasse 11","","1100","AT","Wien","","inside@example.com"
"kg-pharma AB","Björnholmsvägen 4","","184 92","SE","Åkersberga/Stockholm län","","kgpharmaab@example.com"
"kg-pharma GmbH & Co. KG","Pestalozzistr. 25","","22305","DE","Hamburg","","kgpharmagmbhcokg@example.com"
"klarx GmbH","Koppstraße 16","","81379","DE","München","","info@klarx.com"
"koziol »ideas for friends GmbH","Werner-von-Siemens-Straße 90","","64711","DE","Erbach / Odenwald","+49 6062 6040","info@koziol.de"
"matten-zuschnitt.de","Gottlieb-Daimler-Str. 14","","68165","DE","Mannheim","","mattenzuschnittde@example.com"
"mefro Metallwarenfabrik Fischbacher GmbH","Ludwig-Thoma-Straße 29","","83101","DE","Rohrdorf","","mefrometallwarenfabr@example.com"
"mundotec GmbH","Hannöversche Straße 20A","","44143","DE","Dortmund","","umran.coskun@mundotec.de"
"qqq team","Fraunhoferstraße 5","","80469","DE","Munich","","team@yarres-logistics.com"
"re-fer GmbH","Neuenburger Straße 37","","79379","DE","Müllheim","","refergmbh@example.com"
"roko project & consulting GmbH","Sudetenstraße 2","","92259","DE","Neukirchen bei Sulzbach-Rosenberg","","rokoprojectconsultin@example.com"
"steintex GmbH","Industriestr. 12-16","","42929","DE","Wermelskirchen","","hetze@steintex.de"
"stela Laxhuber GmbH","Laxhuberplatz 1","","84323","DE","Massing","","stelalaxhubergmbh@example.com"
"transmaritim international GmbH","Willy-Brandt-Straße 23-25","","20457","DE","Hamburg","","transmaritiminternat@example.com"
"wisefood GmbH","Dieselstr. 28","","85748","DE","Garching bei München","","wisefoodgmbh@example.com"
"Ötztal Tourismus Congress GmbH","Gurglerstrasse 118","","6456","AT","Obergurgl","","tztaltourismuscongre@example.com"
